tx,minute,value,account,side,type,token
595501fe07368f0717dc5cfd111d967b98e6f13ea32f9a03282ee75a21d08770,04/10/20 13:28,3161.04,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
f71dd0882f0e8d7ad21a653807419d00070280065db4b68b4e8fbd61b4a5142a,04/10/20 13:43,769.80,b7bd892b95fc2faf5659404d9aca1bfa164f0686,sell,put,oETH_150_042420
0cd1f2aebda2d636f73c2ceda291b6b630ad98371dc2975ab4aa8f6789e77789,04/10/20 13:45,8994.60,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
a6badf82892c3c258dea551f0bd142f4ef1de4e6de3e3ab6c4740893818d4907,04/10/20 13:49,7918.23,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
02b769176f69f84d076f4d08d5817494671b64b97f57c115ddc52eef2fdbc0c0,04/10/20 13:53,1582.97,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
282ab51943daa23e2e9eed3a1ba0bcbc9121890249298d790253b8d87feea327,04/10/20 13:54,1583.89,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
22835535301f8d56afa59f0652901b53b6ca377b02c47f9e8b8e0eb7e82cd71b,04/10/20 14:06,79.38,c3c51e27c228debc182e8c802dcb4ca919acbc77,sell,put,oETH_150_042420
928a1bc0a94a49d418870f2f9ff8f35b7257371496c69dad9aebd89f94f27ec8,04/10/20 14:13,2381.90,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
bf7bf128452d992aa55a06cf623cb226457034c7edab0c2025e4b3dd10540cbc,04/10/20 14:21,1581.66,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
73c11dee619f8c89b8942fb14c5763a059f528f1ed59d5b9dfd016633c374881,04/10/20 14:30,1578.05,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
f17c0c54ba1adf39434fc61034e1573c3c7f0d394af55503cfce69ccf503b69d,04/10/20 15:16,3132.04,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
de1d9afd2e9df037a8ffbc37b01c4c66a71376d4ea5cf3d18b5542750b856f3a,04/10/20 15:19,3119.38,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
76a2dd1726a72913e32d943d33aa634765cfd1374c8b83438b5962a3d554c443,04/10/20 15:29,3108.32,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
91f3787f8d968f48dd902fdd019ae634065c91b74355cddcc40b6f3a6a011e2c,04/10/20 15:31,3095.48,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
c9bf002056cc44bc9b490669c078b58770355ca5a363ef18e1544733452be16f,04/10/20 15:34,3240.88,2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,buy,put,oETH_150_042420
cc3a08a61f7f7a3b94a98d669a79e5034f1c92e99b38525f7f0c7ba3190df7f2,04/10/20 15:36,4599.45,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
96650a5eedbbfab2bcded9f11bfe8c0c25d2d297dae37d3106ebafa466d2dedf,04/10/20 15:37,3068.76,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
bbd6095da07dbabfb4b9856082397b4e8dcaeeaf06151f426ba1f453a2b49a3e,04/10/20 15:38,3067.55,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
c937907b38b9c8a3d9f75808bd948268e2995b216d449d2df61fcd84d65ecb31,04/10/20 15:54,154.82,2577a8539cb2194acd72f035dbb691ce5f406d3f,sell,put,oETH_150_042420
16c11758f6a3602160de5f6e13a39a4dd447b2e6ec92b66dad3990e6b7bea90c,04/10/20 15:57,772.49,3195c3f94154364e897711e501e104f40d8e23fb,buy,put,oETH_150_042420
016e8641554bf0ac4232e1dcc9c44706552ab8b0895617b7062c705bf88ebcdc,04/10/20 15:59,1.54,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
4bd36b011b6687da8d9b6630afb7cef462b2451ffb52dd6a6aa568acbffb0cfd,04/10/20 16:02,8619.74,422c2df1ddcb6c98c0044d3248f8a5da5ba2a3c4,sell,put,oETH_150_042420
f3636ea98b114a35331eb1691974aba221dd6209394ee70b522ad6967f84c75c,04/10/20 16:05,772.23,3195c3f94154364e897711e501e104f40d8e23fb,sell,put,oETH_150_042420
7a0996b768ddf59e112b34d133a8d0ee0a0975cc0b548992800d541d9fd9e247,04/10/20 16:07,7722.73,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
60401ec2ec0386e4d9e5686335245ce3fd93c3b0ba13e25eceeb1569de531aca,04/10/20 16:07,1544.55,9f1c5712f5bbef2833ea694db5e326bc3645face,buy,put,oETH_150_042420
68523760ef5dc05af98461215be61df953a5d7f1310fd1594655302aa7b01b29,04/10/20 16:10,154.57,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
e05ceeb7b9d472960fb27e0d346eb7d238b8dd7b9edda7feffac3aa97ca94fb4,04/10/20 16:11,1545.36,3195c3f94154364e897711e501e104f40d8e23fb,buy,put,oETH_150_042420
d72c9fa5e3fbd8685344636d335f65f59e99521e75f41d58aa662f006cbabadc,04/10/20 16:11,1390.83,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
e94787bac0df7f93f1854d7b761da7b9c3094209783a63b250489de114b1af9d,04/10/20 16:23,11.42,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
267ae9c8d259ccdefec78016b4afa31462485ed9eaade872728160beccdcb856,04/10/20 16:30,21.66,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
e5b4947567e8bbb6d6051b10258b45e8a35a6960eb2a0d1b3d7e74f052feaeff,04/10/20 16:32,155.18,422c2df1ddcb6c98c0044d3248f8a5da5ba2a3c4,sell,put,oETH_150_042420
23dd360c27f775d1b367dceb1c38b0f5ae01405736e376c316da89a2eb77f82a,04/10/20 16:41,77622.22,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_100_042420
029d09682723f74a397770964289567b49ba03fd8f0612fc59ed07ffdc6565a1,04/10/20 16:43,3103.88,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
29ad51087837e668319e16b4922ad3d956921a3d630d221b3e6024c7e374fa39,04/10/20 16:48,869.44,2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,buy,put,oETH_150_042420
13e0fc54ee4929f78644a3d76961235dabc9d077f8b445d1d1c54220bdca65e9,04/10/20 17:05,7822.14,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
d7b1fbbff6cd3858dcf3461e7a184714f3e91432805e5a80c5fa5af92d7aae44,04/10/20 17:05,855.86,8a85416d2f455d8974bb91ffa1ed628099d4cfcd,sell,put,oETH_100_042420
e031fb0f30fd43075aa00fe202a8b6501bc383b778718d996bf7c53e5e82f621,04/10/20 17:12,1.56,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
f6e76aea7f1e536fd34ec290ead42a131ab92d6f02e739b86e4d7d464e433cf4,04/10/20 17:18,15639.06,8a85416d2f455d8974bb91ffa1ed628099d4cfcd,sell,put,oETH_100_042420
bc5a3751eaf5ec4fd22fe10a75b9179a89c83b81d32a4aa55fc9de9978de7467,04/10/20 17:21,7831.50,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_100_042420
9acb53d1097a9f917200716c905b5c449df6463d1a531c76ead301df9d161388,04/10/20 17:21,7829.80,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_100_042420
fc271c7186eb73bdc7a9a5f396ba68f36855fd95773b6e89bd771745e0df89a5,04/10/20 17:21,156.60,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_100_042420
9a74e6bbdc35ea45149ac5085e79e402ece5e89f69809a7342d089cda74fb135,04/10/20 17:24,1570.67,3195c3f94154364e897711e501e104f40d8e23fb,sell,put,oETH_150_042420
6a923ece844dbf323d2128864954e998f25e1479b75a7d8a197c12ba0addebff,04/10/20 17:31,367.60,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
df3b975d75871d8533d2355d73c16221fb4591ab906504b543952931b1d9bef2,04/10/20 17:35,368.34,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
b4dc4822bc7839b31e4d7e77ca28c71d46f559340f5c6835fa0c4983af77b1dc,04/10/20 17:36,13.19,c07414f8fb3ee80dbf61f585abed4b8d001d17cd,sell,put,oETH_150_042420
e1dfc25de4359f15861c2fd7e78b1e14efc004e02d0c54d3437cb1d255466dfd,04/10/20 17:37,18978.70,4ec7cdf61405758f5ced5e454c0b4b0f4f043df0,sell,put,oETH_150_042420
d2fe68ba225c2c031d539ade47062f9df21a27b337ff8154eb28a12bb46fa8ad,04/10/20 17:47,1576.25,3195c3f94154364e897711e501e104f40d8e23fb,buy,put,oETH_150_042420
dffac85d61953f4d7f3ba515009f28e3ccbd491708a9d3be62972e35dbbe5b41,04/10/20 17:48,157.63,c1758eea027f8d92e6ddd13d17e19e592845188a,sell,put,oETH_100_042420
573ddb6a77fc82b6c680e2f7f4400a7f952d002c4ea18f630bdfa26e612ab8ba,04/10/20 17:51,14215.38,076c95c6cd2eb823acc6347fdf5b3dd9b83511e4,buy,put,oETH_150_042420
807752be8194dec5616e1e9e19a68645491b3a9a2b07fb83c7e5e9cd91656161,04/10/20 17:58,157.85,cb5c0d33d92e4910daa24825db8af9b64e17c33c,sell,put,oETH_150_042420
5e7e2e6ef9e1e207befc681f940e9210248b98dc305a8d9d7fcfd930f1c6302c,04/10/20 18:28,41.85,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
18692e9ac5d85934c1a73e15d1a798c06491632e0df3fca2ac03724de1cbe26f,04/10/20 18:32,9743.70,8a85416d2f455d8974bb91ffa1ed628099d4cfcd,sell,put,oETH_100_042420
56f31603bc86b275f903d968cfd3b80d669884590bd1dcb448bdf077477e676a,04/10/20 18:34,1576.91,3195c3f94154364e897711e501e104f40d8e23fb,sell,put,oETH_150_042420
c69d88e00d285b18962a92013897a3b72c3bd1b6a2012448b006036ecd751743,04/10/20 19:37,1590.75,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_100_042420
3957f9d25410af66df5e8bbc74e6bb6aef195bd29ef88cb5792ca5d3e615bb1b,04/10/20 19:43,21430.05,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
cb6da57cc4f95f25939535521e68778bed9214c4b03038c4f2854e376d7ccf6d,04/10/20 19:47,44.36,c3c51e27c228debc182e8c802dcb4ca919acbc77,sell,put,oETH_100_042420
8bfe649427204e1a0a418448cf2978bbb52cc99080a3ec7ae6c937d4671861a3,04/10/20 19:48,3168.41,4be0557d4aeb1675a1d5316e8a437dc934cface1,buy,put,oETH_150_042420
5c608ff62c9d3e3fe646339346942c6cdf79ef543ed426346c5585508e9dace6,04/10/20 19:48,1.58,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
301212e8c6ed2f18179388401b1e13c10c2cd9dd70bff77fcd017f29c6182b88,04/10/20 19:55,7900.84,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_100_042420
806323a45438eba5afdfd7bb5bced51e60cfa7bccfbf6329ac475f64b619eb36,04/10/20 19:55,3950.42,0c31b6605686aa26df47eb45af0e4aa6639a5fd6,buy,put,oETH_150_042420
aa5ed6fe3aa27566af6afe0a551eb59c18693891cf9d9c07282a81726ea6d648,04/10/20 20:00,11473.00,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
bd7b2d177250c4271c3c3c68480307a52dd0a83a70158ef2a0cd7bc7ca8f3d58,04/10/20 20:02,3963.67,0c31b6605686aa26df47eb45af0e4aa6639a5fd6,buy,put,oETH_150_042420
1a9200c6b1483a10a5b8a0eeb34cf2741cbbd38ee83bb1800459c41c68fbe50f,04/10/20 20:04,7935.81,4be0557d4aeb1675a1d5316e8a437dc934cface1,buy,put,oETH_150_042420
163fcb31b22116a7d13388b54b106077e502cea37a689ba04fdb11c6c10cbca1,04/10/20 20:11,834.45,2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,buy,put,oETH_150_042420
efee7aaf18988fba0caea2268d34fc21f005e442951bd60dd1545f0624010384,04/10/20 20:13,1587.69,3195c3f94154364e897711e501e104f40d8e23fb,buy,put,oETH_150_042420
bf5e2a7b9e03916fbf1639668a76458e40996493a6700801ecb36a2e3c6a4382,04/10/20 20:40,3173.79,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
d93a253c1279773ca494593dd29185e082e74eeafb0d77388f6152fca74d4653,04/10/20 21:05,7978.89,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
e9a6696c3266bd5e9617b147fc87f6d55ffd4b3bd161d0aba82db3279489c444,04/10/20 21:05,159.58,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
2bc6886383aadfef20ed491e130af8f8cf6b9fadb42ecf50b373471c224cb259,04/10/20 21:07,1.07,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
a321ccbc35ad15abb3c7ce15c2492d6165bd3ad816297b1f07c13fc92a4f3d86,04/10/20 21:15,1603.90,3195c3f94154364e897711e501e104f40d8e23fb,sell,put,oETH_150_042420
1b53a092bf86675845b52a7bae398c64454bfb543160d1cf6c3587ca3ae33fc6,04/10/20 21:19,14273.43,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_100_042420
5149f64c08bec8cae28f3bf85f3996e1cd3062b8f34e088e25db2de418f0f98c,04/10/20 21:37,1594.62,2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,buy,put,oETH_150_042420
cd45a16b76c8b08cfde2557a22ce4988572c607426e26d0c6c5f25ac4adc73ad,04/10/20 21:37,19.33,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_100_042420
9c91fb0952687ce58dffa25c0e683ebb9c37fa6acf203cdaa74a9044760263f6,04/10/20 22:06,1598.96,4be0557d4aeb1675a1d5316e8a437dc934cface1,sell,put,oETH_150_042420
7be99ed474bad710d00cc48052cd905f948c7ca414ba0fba66b6e3eeadb7478d,04/10/20 22:46,1582.75,3195c3f94154364e897711e501e104f40d8e23fb,buy,put,oETH_150_042420
93c95ea753f07861df2e84303a1ecca24cacd8bfc469d7a6709a9cf2b47ce8b0,04/10/20 22:55,420.75,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
82046c77b2d7c0dda25f874747d0eea38c954d050afcea06ef84b2981e466d70,04/10/20 22:57,705.92,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_100_042420
71b4b032bfa3cb4ee3225ad85a9774b082f771c6fbd48ce922da220c35a44889,04/10/20 23:25,6284.52,4be0557d4aeb1675a1d5316e8a437dc934cface1,buy,put,oETH_150_042420
149be19774c6adad9fe4127e91eaf2dece8ba686339adc533c6195cafab0be8e,04/10/20 23:31,786.26,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
fe7237b8326fec352b0a2dcad72ec2b818c841c74bba8b947e9201ea830ca6c2,04/11/20 0:25,158.63,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_100_042420
5fabbefd056c8229540584a406d8a0e7c50eba6b07987c0973db501420942a82,04/11/20 0:31,3959.18,0c31b6605686aa26df47eb45af0e4aa6639a5fd6,sell,put,oETH_150_042420
de25af666cacf0f10d59c7485f6d16a71550cc79c9ebddd2e9238fb7eec647c9,04/11/20 0:33,792.05,3195c3f94154364e897711e501e104f40d8e23fb,buy,put,oETH_150_042420
8568a1f5e251caba1057279f1630a678d803f5198f6dd804078c1ac02f1b159f,04/11/20 0:34,52.81,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
96eb3e35bc6bca39fb6847c86645991a8d17955b8221b1cbc2fd098e9fc26550,04/11/20 0:34,4.75,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
687e7f7ec4574248c3dc6f48d1511032eb1a633a5d8c247df68f6084b68dd51a,04/11/20 0:35,898.88,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_100_042420
b45d7c81aa053f21c05306738dadc41abe6998d13f30b078179a85fc9f191910,04/11/20 1:30,3993.04,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
b6dddcf38e1cccce9fb24c9cbeb3b236bf7df64491ee6d2ae69008509152cbc2,04/11/20 1:34,435.87,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
2e2c9a7e4eef2ad79121308cd4ccd3dd38c81db7b7d1485c11f65a4598d9c983,04/11/20 1:45,63.60,4161574d054c35c17023e3b87210ea6da129de9f,sell,put,ocDAI
307bcb56d7b0b9419f72d860242ed86433c5bab0180d69ecd77740163fe6486d,04/11/20 1:49,11.76,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_100_042420
5a4f921b05cd005a537b8c42d8db0f631d49bdefcedae92119fc9c813195a1c3,04/11/20 1:59,4002.87,0c31b6605686aa26df47eb45af0e4aa6639a5fd6,sell,put,oETH_150_042420
1922ef71def5008cc3addf4390603c066f0ed5afbe51e199d853c6f57b5bf1be,04/11/20 2:16,962.30,2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,buy,put,oETH_150_042420
b9fa036fc636760a022cbea21ad460d6da5a8b1690c6f23095c7b63be81ba7e9,04/11/20 2:44,1598.53,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_100_042420
2a31542694edaaf6341e5e7d6d146ee2e708f48277967e07efba8a8aa1697e40,04/11/20 2:50,159.76,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
cf045dd2d16d63c1116f2373c1f6be60bd07d2a3c0e17cab249d15a7d1365730,04/11/20 2:54,319.96,97dec872013f6b5fb443861090ad931542878126,buy,put,oETH_150_042420
2c20e625a572b44a7ef0f4db59fc0fb6d31235bb11acee0a7810f1c656253128,04/11/20 4:07,1064.28,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
2aaf0984ce16e3d4237c9f40720131a20855e8f596e86d1392357d544b1cdfcb,04/11/20 4:11,349.30,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
e67505f90a521e62599ae020b44b07a1d093a796c6e9be5929a414fc1f1ae524,04/11/20 4:16,4029.92,0c31b6605686aa26df47eb45af0e4aa6639a5fd6,sell,put,oETH_150_042420
cfef0d0af56c72d4e57a719ddc8560beb0862d7b3429b07c706c3a89bb7d5c4a,04/11/20 5:22,12349.15,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_100_042420
79af31e075963e1c454ed3af85afd1897be67f7825e3f855c473e93766f1407d,04/11/20 5:26,160.43,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
2dde60c2db59a651fff5cb142aa44a0dc50fdee2103382bedce83bac871cd477,04/11/20 8:11,952.99,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
eec3d5bf28faf0d6e2d78520d9748eccc0963e89fc69ffe1dfb05a1af01f059c,04/11/20 8:27,15.93,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
ac8f5cd2b79df7fe10eb595f0e09863a1d4562754c305c8115425106c66fee21,04/11/20 8:43,10.64,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
6155fb960856ab262a354f107fd392568dd371590a281a66dae8ab31af254d80,04/11/20 10:58,1577.02,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_100_042420
be5f06bde6685807a4a0a5dc8671723b2c2f32d76b40b4e3d660a462d85396fc,04/11/20 12:05,9.57,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_100_042420
f38f6c97142b2db8a0f0aa9e2e58e6d2361614433617e3537bb8a9415757914d,04/11/20 14:01,211.13,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
5c58a03b8d96dc181770c41096f69fc2e512abd4b64c135e45c3cd00c5b7c7cf,04/11/20 14:01,9.50,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
082bfc93c3884c2ac9e746cac3b9acacbebcee1712e32543a87e28092d9ac730,04/11/20 14:14,14264.59,97dec872013f6b5fb443861090ad931542878126,buy,put,oETH_150_042420
836211ae524d4453b8a5b72247316c4cedb1c7f1cd1a6a19903f0fe846495d17,04/11/20 14:14,404.24,da56a88175d4c8707c51df845f838cf3fe070870,sell,put,oETH_150_042420
da2b409e59f42744cfde9cc025accb160b61cf92145d3e45d81abfeddec4cf03,04/11/20 14:14,404.24,da56a88175d4c8707c51df845f838cf3fe070870,buy,put,oETH_150_042420
5e41aa4a95a0fd80ff5b03279b936149a98af54346f8ab789d3f9c6e5ce69fe6,04/11/20 14:21,1574.47,4be0557d4aeb1675a1d5316e8a437dc934cface1,sell,put,oETH_150_042420
9ff5a0ae6acd504e3d84eef2f6c84f1138cb4c048b87c0e71531fb3ebd217a42,04/11/20 14:21,1574.47,4be0557d4aeb1675a1d5316e8a437dc934cface1,sell,put,oETH_150_042420
ab0fd158ef66138e44de8c4145af8e11ee84204e45d5e0967eed559fde9af108,04/11/20 15:03,1572.12,4be0557d4aeb1675a1d5316e8a437dc934cface1,sell,put,oETH_150_042420
8b79c7e7629e74d7075d5424c98d2b5c77f94b0129b2e9edf075fe29fcb05e0f,04/11/20 17:37,1562.21,4be0557d4aeb1675a1d5316e8a437dc934cface1,sell,put,oETH_150_042420
5915aa2161b78590eea3ef4e9f2b90ff46377f9a67c660ff10d8f7a5b9e96004,04/11/20 17:37,1562.21,4be0557d4aeb1675a1d5316e8a437dc934cface1,sell,put,oETH_150_042420
4568da5138ab4c82c1b2c0c68821a041d484c7deb476952ca6717e96f18125b8,04/11/20 18:03,1475.90,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
4b55a7468ff1f19e391fedd03b06bb36da26739bbe36caa3af7be6246d1361cb,04/11/20 18:19,3123.69,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
f9e883b7a1a22a563cb0c402a1b3e60fbae3a1003852560b3b64cb1c878a86f8,04/11/20 18:31,52.13,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
e1eaf4dcd6ca3c67b9d6f35733c2f7aaf667480cd917c8fa26a37275388f518f,04/11/20 19:10,23576.51,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_100_042420
6706337bd1f3d4c0318b166320526788cdb12dc69efbc22ea1176d6b8c7395c9,04/11/20 19:12,5235.33,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
e37ae25856788657aacfc71d3bc00242e6209c85bc7a181da2f95d7dd0725b4d,04/11/20 19:17,10.46,4f38f2da7720f1077a45b80e88c0a78c0144c136,buy,put,oETH_150_042420
c9be54838499289a48ce82e6011b78d9249345671beb5583b46a95e2423d86d0,04/11/20 19:18,0.98,5778f2824a114f6115dc74d432685d3336216017,buy,put,ocDAI
644b16727d34d028520210b364dd68ceb73281897bb4344714e07532a1a115d1,04/11/20 19:28,10.43,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
5e9d87b485ca36777e64d8a3a955794b9f0d13f804590acf938c6ad23547bd2d,04/11/20 19:35,0.07,5778f2824a114f6115dc74d432685d3336216017,sell,put,ocDAI
debb2ea1c00a04c103efd19b6dadd093f3be27d21eb11edff93721b6ccd5cacd,04/11/20 19:36,1.56,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
52d29daa7299c10ad77352e928450bc55010552f16c25f6624214f43c89d831a,04/11/20 20:17,0.61,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_100_042420
862e1157a4173a16bb3610663c82ad03f180b330a6205d512eec6cfc8a68eaba,04/11/20 20:32,3876.63,0c31b6605686aa26df47eb45af0e4aa6639a5fd6,buy,put,oETH_150_042420
7aa35dae07f8f2547a87503bd2a513b15f87d3251e665ec425862bbb5fa1c29a,04/11/20 20:34,7755.49,39246c4f3f6592c974ebc44f80ba6dc69b817c71,buy,put,oETH_150_042420
a171b28afaf995b1eb7c37d3e4bbd28d712d29fd1767d4b1941a7b48bd05ef22,04/11/20 20:36,263.82,2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,buy,put,oETH_150_042420
74eafffad783f0c39492555b3f9fc7670e5a96c186492178cc57fcf671be5531,04/11/20 20:36,10.35,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
8df3a3e16f5c323cb0cc92e1c8387e57e871880fb0200506db46af6207fc0934,04/11/20 20:47,515.57,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
d51f136e1c53407754bc35b0f9996b9e2bd753b99aa7272fed1440af901b88f8,04/11/20 20:52,0.19,5778f2824a114f6115dc74d432685d3336216017,sell,put,ocDAI
223af34d04133bf0b79f27a234659b47d3f21b60db2bf92598fac3d81052f2df,04/11/20 20:59,170.41,2a1530c4c41db0b0b2bb646cb5eb1a67b7158667,buy,put,oETH_150_042420
f45216233abf50c7bbdad81b3de00363bb7964812b7984f8f2722581949fe38b,04/11/20 21:01,5.17,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
82fbbc30f0fba3150ba4ad86d4f12da8ef5526f3e35f9f4035d3941e4110cec9,04/11/20 21:13,168.83,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_100_042420
3907e8914faf1830ff76550a45e4def6eb3ec725c8b7c3008808fb7825be5f3c,04/11/20 21:46,3128.14,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
edb672defb5b8bb85bff130cbbf5b9ff14ee73d206ed0935138cb17e7f268092,04/11/20 21:53,2345.08,3195c3f94154364e897711e501e104f40d8e23fb,sell,put,oETH_150_042420
ad98a9eeaa736cf036fac3cbc39a0d0d792eaeb1350b67a697bb920e97740e8c,04/11/20 21:55,15.77,4f38f2da7720f1077a45b80e88c0a78c0144c136,buy,put,oETH_150_042420
ca2a9a224c6af865fa058d3b9d567884347fb4993a05f5a209d549927e77011d,04/11/20 21:55,15.77,4f38f2da7720f1077a45b80e88c0a78c0144c136,buy,put,oETH_150_042420
0587caae025a8da005ba32a1728d5238925efe6d54bd164387a9cc4493d0731b,04/11/20 22:03,0.08,5778f2824a114f6115dc74d432685d3336216017,sell,put,ocDAI
f5749ced14bc143fe94dabf11fad1c7980cf72825a4e284c1d46f4204c3941d4,04/11/20 22:05,2367.72,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
ab47382006ccfc46ba55266f736f07e53ff243d1558895cc8ed7563c44c08157,04/11/20 22:16,15.77,39246c4f3f6592c974ebc44f80ba6dc69b817c71,sell,put,oETH_150_042420
